"congress","node","party"
108,4,"Republican"
108,5,"Republican"
108,6,"Republican"
108,7,"Republican"
108,8,"Democrat"
108,9,"Democrat"
108,10,"Democrat"
108,11,"Democrat"
108,12,"Republican"
108,13,"Republican"
108,14,"Democrat"
108,15,"Democrat"
108,16,"Democrat"
108,17,"Democrat"
108,18,"Democrat"
108,19,"Democrat"
108,20,"Republican"
108,21,"Democrat"
108,22,"Democrat"
108,23,"Democrat"
108,24,"Republican"
108,25,"Republican"
108,26,"Democrat"
108,27,"Republican"
108,28,"Democrat"
108,29,"Republican"
108,30,"Republican"
108,31,"Democrat"
108,32,"Republican"
108,33,"Republican"
108,34,"Republican"
108,35,"Republican"
108,36,"Democrat"
108,37,"Democrat"
108,38,"Republican"
108,39,"Republican"
108,40,"Democrat"
108,41,"Democrat"
108,42,"Democrat"
108,43,"Democrat"
108,44,"Democrat"
108,45,"Democrat"
108,46,"Democrat"
108,47,"Republican"
108,48,"Republican"
108,49,"Republican"
108,50,"Republican"
108,51,"Republican"
108,52,"Democrat"
108,53,"Republican"
108,54,"Republican"
108,55,"Democrat"
108,56,"Republican"
108,57,"Democrat"
108,58,"Republican"
108,59,"Republican"
108,60,"Democrat"
108,61,"Democrat"
108,62,"Democrat"
108,63,"Republican"
108,64,"Democrat"
108,65,"Democrat"
108,66,"Democrat"
108,67,"Republican"
108,68,"Democrat"
108,69,"Democrat"
108,70,"Republican"
108,71,"Republican"
108,72,"Republican"
108,73,"Republican"
108,74,"Republican"
108,75,"Democrat"
108,76,"Republican"
108,77,"Republican"
108,78,"Republican"
108,79,"Democrat"
108,80,"Democrat"
108,81,"Republican"
108,82,"Democrat"
108,83,"Democrat"
108,84,"Republican"
108,85,"Republican"
108,86,"Republican"
108,87,"Republican"
108,88,"Republican"
108,89,"Republican"
108,90,"Democrat"
108,91,"Democrat"
108,92,"Republican"
108,93,"Republican"
108,94,"Democrat"
108,95,"Democrat"
108,96,"Democrat"
108,97,"Democrat"
108,98,"Democrat"
108,99,"Democrat"
108,100,"Republican"
108,101,"Republican"
109,1,"Republican"
109,2,"Republican"
109,3,"Republican"
109,4,"Republican"
109,5,"Republican"
109,6,"Republican"
109,7,"Republican"
109,8,"Democrat"
109,9,"Democrat"
109,10,"Democrat"
109,11,"Democrat"
109,12,"Republican"
109,13,"Democrat"
109,14,"Democrat"
109,15,"Democrat"
109,16,"Democrat"
109,17,"Democrat"
109,18,"Republican"
109,19,"Democrat"
109,20,"Republican"
109,21,"Republican"
109,22,"Democrat"
109,23,"Democrat"
109,24,"Republican"
109,25,"Republican"
109,26,"Democrat"
109,27,"Democrat"
109,28,"Democrat"
109,29,"Republican"
109,30,"Republican"
109,31,"Democrat"
109,32,"Republican"
109,33,"Republican"
109,34,"Republican"
109,35,"Republican"
109,36,"Republican"
109,37,"Democrat"
109,38,"Republican"
109,39,"Republican"
109,40,"Democrat"
109,41,"Democrat"
109,42,"Democrat"
109,43,"Democrat"
109,44,"Democrat"
109,45,"Democrat"
109,46,"Democrat"
109,47,"Republican"
109,48,"Republican"
109,49,"Republican"
109,50,"Republican"
109,51,"Republican"
109,52,"Democrat"
109,53,"Republican"
109,54,"Republican"
109,55,"Democrat"
109,56,"Republican"
109,57,"Democrat"
109,58,"Republican"
109,59,"Republican"
109,60,"Democrat"
109,61,"Democrat"
109,62,"Democrat"
109,63,"Democrat"
109,64,"Republican"
109,65,"Democrat"
109,66,"Democrat"
109,67,"Republican"
109,68,"Republican"
109,69,"Democrat"
109,70,"Democrat"
109,71,"Republican"
109,72,"Republican"
109,73,"Republican"
109,74,"Republican"
109,75,"Republican"
109,76,"Democrat"
109,77,"Republican"
109,78,"Republican"
109,79,"Republican"
109,80,"Democrat"
109,81,"Republican"
109,82,"Republican"
109,83,"Republican"
109,84,"Democrat"
109,85,"Republican"
109,86,"Republican"
109,87,"Republican"
109,88,"Republican"
109,89,"Republican"
109,90,"Republican"
109,91,"Democrat"
109,92,"Democrat"
109,93,"Republican"
109,94,"Republican"
109,95,"Democrat"
109,96,"Democrat"
109,97,"Democrat"
109,98,"Democrat"
109,99,"Democrat"
109,100,"Democrat"
109,101,"Republican"
109,102,"Republican"
110,1,"Republican"
110,2,"Republican"
110,3,"Republican"
110,4,"Republican"
110,5,"Republican"
110,6,"Republican"
110,7,"Republican"
110,8,"Democrat"
110,9,"Democrat"
110,10,"Democrat"
110,11,"Democrat"
110,12,"Republican"
110,13,"Democrat"
110,14,"Democrat"
110,15,"Democrat"
110,16,"Democrat"
110,17,"Democrat"
110,18,"Republican"
110,19,"Democrat"
110,20,"Republican"
110,21,"Republican"
110,22,"Democrat"
110,23,"Democrat"
110,24,"Republican"
110,25,"Republican"
110,26,"Democrat"
110,27,"Democrat"
110,28,"Democrat"
110,29,"Republican"
110,30,"Republican"
110,31,"Democrat"
110,32,"Republican"
110,33,"Republican"
110,34,"Republican"
110,35,"Republican"
110,36,"Republican"
110,37,"Democrat"
110,38,"Republican"
110,39,"Republican"
110,40,"Democrat"
110,41,"Democrat"
110,42,"Democrat"
110,43,"Democrat"
110,44,"Democrat"
110,45,"Democrat"
110,46,"Democrat"
110,47,"Republican"
110,48,"Republican"
110,49,"Republican"
110,50,"Republican"
110,51,"Democrat"
110,52,"Republican"
110,53,"Democrat"
110,54,"Democrat"
110,55,"Republican"
110,56,"Democrat"
110,57,"Republican"
110,58,"Democrat"
110,59,"Republican"
110,60,"Republican"
110,61,"Democrat"
110,62,"Democrat"
110,63,"Democrat"
110,64,"Republican"
110,65,"Democrat"
110,66,"Democrat"
110,67,"Republican"
110,68,"Republican"
110,69,"Democrat"
110,70,"Democrat"
110,71,"Democrat"
110,72,"Republican"
110,73,"Republican"
110,74,"Republican"
110,75,"Republican"
110,76,"Democrat"
110,77,"Democrat"
110,78,"Republican"
110,79,"Democrat"
110,80,"Democrat"
110,81,"Republican"
110,82,"Republican"
110,83,"Republican"
110,84,"Democrat"
110,85,"Republican"
110,86,"Republican"
110,87,"Republican"
110,88,"Republican"
110,89,"Republican"
110,90,"Republican"
110,91,"Democrat"
110,92,"Democrat"
110,93,"Democrat"
110,94,"Republican"
110,95,"Democrat"
110,96,"Democrat"
110,97,"Democrat"
110,98,"Democrat"
110,99,"Democrat"
110,100,"Democrat"
110,101,"Republican"
110,102,"Republican"
110,103,"Republican"
111,1,"Democrat"
111,2,"Republican"
111,3,"Republican"
111,4,"Republican"
111,5,"Democrat"
111,6,"Republican"
111,7,"Republican"
111,8,"Democrat"
111,9,"Democrat"
111,10,"Democrat"
111,11,"Democrat"
111,12,"Democrat"
111,13,"Democrat"
111,14,"Democrat"
111,15,"Democrat"
111,16,"Democrat"
111,17,"Democrat"
111,18,"Democrat"
111,19,"Democrat"
111,20,"Democrat"
111,21,"Republican"
111,22,"Republican"
111,23,"Democrat"
111,24,"Republican"
111,25,"Republican"
111,26,"Democrat"
111,27,"Democrat"
111,28,"Republican"
111,29,"Republican"
111,30,"Democrat"
111,31,"Democrat"
111,32,"Republican"
111,33,"Democrat"
111,34,"Republican"
111,35,"Republican"
111,36,"Democrat"
111,37,"Republican"
111,38,"Republican"
111,39,"Republican"
111,40,"Republican"
111,41,"Republican"
111,42,"Democrat"
111,43,"Republican"
111,44,"Republican"
111,45,"Democrat"
111,46,"Democrat"
111,47,"Democrat"
111,48,"Democrat"
111,49,"Republican"
111,50,"Democrat"
111,51,"Democrat"
111,52,"Democrat"
111,53,"Democrat"
111,54,"Democrat"
111,55,"Republican"
111,56,"Republican"
111,57,"Democrat"
111,58,"Republican"
111,59,"Democrat"
111,60,"Democrat"
111,61,"Republican"
111,62,"Democrat"
111,63,"Republican"
111,64,"Democrat"
111,65,"Republican"
111,66,"Democrat"
111,67,"Democrat"
111,68,"Democrat"
111,69,"Democrat"
111,70,"Democrat"
111,71,"Democrat"
111,72,"Democrat"
111,73,"Democrat"
111,74,"Republican"
111,75,"Democrat"
111,76,"Democrat"
111,77,"Democrat"
111,78,"Democrat"
111,79,"Republican"
111,80,"Republican"
111,81,"Republican"
111,82,"Democrat"
111,83,"Democrat"
111,84,"Democrat"
111,85,"Republican"
111,86,"Democrat"
111,87,"Democrat"
111,88,"Democrat"
111,89,"Republican"
111,90,"Republican"
111,91,"Republican"
111,92,"Democrat"
111,93,"Republican"
111,94,"Republican"
111,95,"Republican"
111,96,"Republican"
111,97,"Republican"
111,98,"Republican"
111,99,"Democrat"
111,100,"Democrat"
111,101,"Democrat"
111,102,"Democrat"
111,103,"Democrat"
111,104,"Democrat"
111,105,"Democrat"
111,106,"Democrat"
111,107,"Democrat"
111,108,"Democrat"
111,109,"Democrat"
111,110,"Democrat"
111,111,"Republican"
111,112,"Republican"
112,1,"Democrat"
112,2,"Republican"
112,3,"Republican"
112,4,"Republican"
112,5,"Democrat"
112,6,"Republican"
112,7,"Republican"
112,8,"Democrat"
112,9,"Republican"
112,10,"Democrat"
112,11,"Democrat"
112,12,"Democrat"
112,13,"Democrat"
112,14,"Democrat"
112,15,"Democrat"
112,16,"Democrat"
112,17,"Democrat"
112,18,"Republican"
112,19,"Democrat"
112,20,"Republican"
112,21,"Republican"
112,22,"Democrat"
112,23,"Democrat"
112,24,"Democrat"
112,25,"Republican"
112,26,"Republican"
112,27,"Democrat"
112,28,"Republican"
112,29,"Republican"
112,30,"Republican"
112,31,"Republican"
112,32,"Democrat"
112,33,"Republican"
112,34,"Republican"
112,35,"Republican"
112,36,"Republican"
112,37,"Republican"
112,38,"Democrat"
112,39,"Republican"
112,40,"Republican"
112,41,"Democrat"
112,42,"Democrat"
112,43,"Republican"
112,44,"Democrat"
112,45,"Democrat"
112,46,"Democrat"
112,47,"Democrat"
112,48,"Democrat"
112,49,"Republican"
112,50,"Republican"
112,51,"Democrat"
112,52,"Republican"
112,53,"Democrat"
112,54,"Democrat"
112,55,"Republican"
112,56,"Democrat"
112,57,"Republican"
112,58,"Republican"
112,59,"Democrat"
112,60,"Republican"
112,61,"Democrat"
112,62,"Democrat"
112,63,"Democrat"
112,64,"Democrat"
112,65,"Democrat"
112,66,"Democrat"
112,67,"Democrat"
112,68,"Republican"
112,69,"Democrat"
112,70,"Democrat"
112,71,"Republican"
112,72,"Democrat"
112,73,"Republican"
112,74,"Republican"
112,75,"Republican"
112,76,"Democrat"
112,77,"Democrat"
112,78,"Democrat"
112,79,"Republican"
112,80,"Democrat"
112,81,"Democrat"
112,82,"Republican"
112,83,"Republican"
112,84,"Republican"
112,85,"Democrat"
112,86,"Republican"
112,87,"Republican"
112,88,"Republican"
112,89,"Republican"
112,90,"Republican"
112,91,"Republican"
112,92,"Democrat"
112,93,"Democrat"
112,94,"Democrat"
112,95,"Democrat"
112,96,"Democrat"
112,97,"Democrat"
112,98,"Democrat"
112,99,"Democrat"
112,100,"Republican"
112,101,"Democrat"
112,102,"Republican"
112,103,"Republican"
113,1,"Democrat"
113,2,"Republican"
113,3,"Republican"
113,4,"Republican"
113,5,"Democrat"
113,6,"Republican"
113,7,"Republican"
113,8,"Democrat"
113,9,"Republican"
113,10,"Democrat"
113,11,"Democrat"
113,12,"Democrat"
113,13,"Democrat"
113,14,"Democrat"
113,15,"Democrat"
113,16,"Democrat"
113,17,"Democrat"
113,18,"Republican"
113,19,"Democrat"
113,20,"Republican"
113,21,"Republican"
113,22,"Democrat"
113,23,"Democrat"
113,24,"Republican"
113,25,"Republican"
113,26,"Democrat"
113,27,"Republican"
113,28,"Republican"
113,29,"Democrat"
113,30,"Republican"
113,31,"Democrat"
113,32,"Republican"
113,33,"Republican"
113,34,"Republican"
113,35,"Republican"
113,36,"Republican"
113,37,"Democrat"
113,38,"Republican"
113,39,"Democrat"
113,40,"Democrat"
113,41,"Democrat"
113,42,"Democrat"
113,43,"Democrat"
113,44,"Democrat"
113,45,"Democrat"
113,46,"Democrat"
113,47,"Democrat"
113,48,"Democrat"
113,49,"Democrat"
113,50,"Republican"
113,51,"Republican"
113,52,"Democrat"
113,53,"Republican"
113,54,"Democrat"
113,55,"Democrat"
113,56,"Democrat"
113,57,"Republican"
113,58,"Republican"
113,59,"Republican"
113,60,"Democrat"
113,61,"Republican"
113,62,"Democrat"
113,63,"Democrat"
113,64,"Democrat"
113,65,"Republican"
113,66,"Democrat"
113,67,"Democrat"
113,68,"Democrat"
113,69,"Democrat"
113,70,"Democrat"
113,71,"Republican"
113,72,"Democrat"
113,73,"Democrat"
113,74,"Republican"
113,75,"Democrat"
113,76,"Republican"
113,77,"Republican"
113,78,"Republican"
113,79,"Democrat"
113,80,"Democrat"
113,81,"Democrat"
113,82,"Republican"
113,83,"Democrat"
113,84,"Democrat"
113,85,"Republican"
113,86,"Republican"
113,87,"Republican"
113,88,"Democrat"
113,89,"Republican"
113,90,"Republican"
113,91,"Republican"
113,92,"Republican"
113,93,"Republican"
113,94,"Republican"
113,95,"Democrat"
113,96,"Democrat"
113,97,"Democrat"
113,98,"Democrat"
113,99,"Democrat"
113,100,"Democrat"
113,101,"Democrat"
113,102,"Democrat"
113,103,"Republican"
113,104,"Democrat"
113,105,"Republican"
113,106,"Republican"
